vertex1, vertex2, weight
3624, 6316, 7
3363, 4650, 7
3495, 4397, 7
4882, 5303, 7
2658, 5667, 7
867, 4898, 7
1519, 6333, 7
875, 1908, 7
5762, 6430, 7
1744, 5736, 7
2502, 2665, 7
195, 4805, 7
2016, 5776, 7
2898, 5705, 7
4805, 5002, 7
1044, 3956, 7
723, 4045, 7
3956, 4976, 7
4481, 5776, 7
649, 4875, 7
1498, 3919, 7
1719, 5664, 7
1876, 4441, 7
4938, 5313, 7
3836, 5046, 7
498, 6300, 7
1892, 4289, 7
2142, 5386, 7
1077, 1347, 7
1191, 5467, 7
2728, 6275, 7
1818, 5458, 7
1077, 1480, 7
3989, 3995, 7
3950, 5516, 7
3184, 5306, 7
4174, 4595, 7
28, 3398, 7
2399, 4044, 7
3120, 3771, 7
2094, 3903, 7
824, 3918, 7
2664, 3024, 7
4024, 4978, 7
3373, 3806, 7
5770, 5776, 7
500, 2650, 7
3329, 4427, 7
3540, 5095, 7
1369, 6306, 7
2971, 3233, 7
746, 5716, 7
1535, 5306, 7
340, 3406, 7
1719, 4074, 7
478, 4366, 7
854, 1383, 7
859, 1571, 7
1480, 6316, 7
4811, 6060, 7
107, 2603, 7
2040, 3720, 7
4272, 5164, 7
5411, 5419, 7
5002, 5516, 7
2203, 3279, 7
278, 3624, 7
2108, 2544, 7
1887, 6127, 7
340, 1759, 7
1959, 6066, 7
1165, 3902, 7
3365, 4045, 7
3902, 4289, 7
859, 3576, 7
854, 6056, 7
2666, 3008, 7
1309, 4366, 7
1077, 4591, 7
1602, 2184, 7
1265, 3879, 7
6273, 6274, 7
970, 3691, 7
2666, 2824, 7
3134, 4272, 7
1084, 5046, 7
2273, 3469, 7
1223, 6306, 7
3329, 6351, 7
3836, 4898, 7
2399, 4274, 7
2650, 5065, 7
4088, 4125, 7
1887, 3870, 7
4454, 4527, 7
4087, 4703, 7
1892, 5333, 7
2664, 5760, 7
3805, 5525, 7
2040, 2667, 7
3525, 5002, 7
5308, 5355, 7
505, 1519, 7
3984, 5982, 7
3513, 4321, 7
3023, 4607, 7
608, 6207, 7
3081, 3388, 7
5378, 6066, 7
1739, 5561, 7
2506, 4855, 7
824, 1077, 7
1887, 6290, 7
1204, 4765, 7
508, 890, 7
1602, 5002, 7
411, 5880, 7
154, 3441, 7
2882, 6166, 7
269, 6066, 7
2496, 4087, 7
472, 6066, 7
3025, 3035, 7
133, 3670, 7
1602, 4202, 7
767, 5310, 7
2664, 6039, 7
2526, 5736, 7
3055, 3540, 7
897, 6066, 7
528, 1092, 7
3143, 5525, 7
5214, 5792, 7
3955, 4898, 7
1864, 5768, 7
3476, 4289, 7
1289, 3696, 7
274, 6148, 7
4114, 4270, 7
632, 867, 7
1994, 5306, 7
2248, 2971, 7
3205, 4682, 7
2689, 3300, 7
403, 6430, 7
859, 4240, 7
3836, 3950, 7
2492, 2506, 7
4593, 5446, 7
2238, 3188, 7
2726, 6056, 7
522, 4496, 7
2919, 3245, 7
2669, 4398, 7
5088, 6066, 7
1014, 5880, 7
3035, 4366, 7
1231, 2548, 7
831, 3691, 7
2819, 5716, 7
2548, 3779, 7
3212, 5310, 7
3712, 4318, 7
505, 2894, 7
1634, 2354, 7
1957, 5034, 7
859, 2549, 7
1147, 4155, 7
2603, 5034, 7
875, 5868, 7
1992, 2423, 7
3188, 5792, 7
4228, 5768, 7
3950, 4684, 7
970, 1309, 7
3889, 4335, 7
3642, 5233, 7
854, 4563, 7
3750, 6414, 7
154, 1449, 7
5110, 5303, 7
920, 2399, 7
851, 5732, 7
992, 3696, 7
1206, 6108, 7
854, 1602, 7
4398, 4454, 7
831, 2040, 7
612, 3952, 7
2449, 4252, 7
875, 1892, 7
5306, 5416, 7
1347, 3995, 7
936, 2548, 7
403, 1138, 7
4415, 5294, 7
3889, 4289, 7
3870, 4800, 7
32, 3994, 7
3995, 4398, 7
1214, 4395, 7
1127, 3101, 7
2658, 5019, 7
4647, 4759, 7
652, 5306, 7
1077, 5823, 7
2354, 6140, 7
3919, 5113, 7
859, 6013, 7
154, 4860, 7
1582, 1805, 7
2557, 4589, 7
3245, 3440, 7
3658, 3949, 7
977, 2658, 7
1234, 4839, 7
5013, 5446, 7
2811, 5971, 7
5446, 6148, 7
2218, 3805, 7
545, 1633, 7
1891, 4045, 7
1602, 4398, 7
1469, 2799, 7
1748, 3388, 7
5306, 6056, 7
3208, 3806, 7
3015, 5233, 7
970, 5540, 7
133, 6241, 7
172, 2557, 7
403, 6279, 7
280, 3055, 7
1062, 1805, 7
185, 5736, 7
2973, 6333, 7
1571, 5574, 7
522, 4650, 7
3761, 4898, 7
2466, 2506, 7
154, 2397, 7
1402, 5768, 7
4220, 5201, 7
2664, 5477, 7
3406, 3691, 7
2655, 2728, 7
4888, 5046, 7
2422, 4855, 7
3440, 4228, 7
1527, 5438, 7
1573, 2650, 7
2438, 6313, 7
854, 1188, 7
876, 3776, 7
736, 2658, 7
998, 6000, 7
340, 1165, 7
1319, 1582, 7
1392, 3181, 7
1045, 3139, 7
4395, 5466, 7
3045, 4454, 7
381, 1062, 7
340, 2577, 7
1369, 6148, 7
2958, 3795, 7
2184, 2973, 7
3620, 4074, 7
2548, 5077, 7
3406, 4726, 7
522, 3806, 7
3870, 5164, 7
204, 5540, 7
533, 3202, 7
4599, 5736, 7
3513, 5024, 7
578, 3805, 7
1847, 6306, 7
2083, 2582, 7
102, 6398, 7
1892, 5942, 7
16, 2506, 7
512, 3228, 7
3757, 5931, 7
812, 2399, 7
910, 955, 7
500, 2760, 7
2692, 4088, 7
2557, 3122, 7
2842, 3471, 7
859, 4896, 7
5013, 5768, 7
595, 5524, 7
2502, 2971, 7
545, 4935, 7
2184, 5046, 7
2544, 5121, 7
197, 1520, 7
3231, 6168, 7
4155, 5118, 7
3829, 5306, 7
1224, 1288, 7
59, 3594, 7
4427, 6141, 7
1582, 3231, 7
2864, 3415, 7
1288, 3410, 7
3547, 5306, 7
1602, 3955, 7
3495, 4417, 7
133, 2273, 7
284, 2603, 7
1777, 3805, 7
4427, 5524, 7
66, 3388, 7
3919, 3989, 7
3354, 4441, 7
2931, 5529, 7
3015, 3984, 7
2124, 3959, 7
3120, 3368, 7
2693, 4155, 7
2040, 2499, 7
1721, 5436, 7
3302, 6291, 7
1214, 1289, 7
3806, 5467, 7
1449, 2664, 7
4045, 4207, 7
1498, 5113, 7
1616, 3594, 7
2728, 3302, 7
3419, 5978, 7
867, 3632, 7
895, 4289, 7
710, 4318, 7
5775, 6006, 7
859, 2614, 7
522, 6140, 7
2689, 2881, 7
1657, 3927, 7
2449, 5419, 7
1516, 4665, 7
3149, 4366, 7
1347, 2331, 7
1385, 3331, 7
2092, 2689, 7
4759, 5306, 7
1097, 4754, 7
2971, 6166, 7
1729, 2574, 7
2658, 4454, 7
3950, 4904, 7
522, 2016, 7
1805, 6056, 7
3868, 5540, 7
867, 2664, 7
5633, 5736, 7
1054, 5306, 7
133, 2051, 7
2295, 3910, 7
197, 260, 7
4240, 6168, 7
2108, 2586, 7
3530, 3724, 7
3208, 3995, 7
5446, 5736, 7
2422, 5103, 7
2627, 3264, 7
1127, 5761, 7
323, 2800, 7
425, 3015, 7
280, 4197, 7
545, 1773, 7
1829, 4289, 7
4316, 4317, 7
339, 2496, 7
2548, 3878, 7
1722, 3499, 7
4067, 5614, 7
5778, 6019, 7
1829, 1959, 7
1594, 5970, 7
736, 2931, 7
2973, 5367, 7
3047, 5762, 7
659, 1198, 7
2358, 4395, 7
2273, 2557, 7
2971, 5310, 7
2664, 5013, 7
3454, 4454, 7
43, 3031, 7
5516, 5930, 7
155, 2449, 7
921, 5736, 7
2449, 3806, 7
1407, 3406, 7
133, 2354, 7
2941, 3032, 7
171, 871, 7
3245, 3424, 7
1805, 5446, 7
2971, 5467, 7
4441, 5930, 7
3305, 6103, 7
2016, 5931, 7
514, 6066, 7
2031, 5706, 7
228, 2588, 7
3955, 6066, 7
3806, 6066, 7
854, 6148, 7
387, 1449, 7
762, 1805, 7
3537, 4340, 7
895, 1794, 7
2824, 6079, 7
1265, 1519, 7
1892, 4860, 7
3576, 4898, 7
632, 2923, 7
2397, 3231, 7
3148, 6072, 7
2203, 2218, 7
343, 1906, 7
3023, 4438, 7
3347, 3870, 7
1486, 2557, 7
2108, 4398, 7
168, 5636, 7
2448, 6432, 7
1908, 5233, 7
2297, 3868, 7
172, 6351, 7
2016, 3750, 7
5412, 6072, 7
4754, 5147, 7
2449, 2669, 7
859, 4274, 7
4614, 5146, 7
2973, 3544, 7
5942, 5978, 7
1127, 1191, 7
521, 859, 7
478, 6141, 7
478, 2548, 7
5535, 6313, 7
632, 6235, 7
2466, 2557, 7
4415, 5239, 7
1815, 3347, 7
2594, 2894, 7
722, 5732, 7
3989, 6300, 7
1023, 3475, 7
1178, 2666, 7
1382, 5280, 7
595, 4223, 7
2191, 3363, 7
155, 403, 7
2928, 4174, 7
2898, 5388, 7
1657, 4438, 7
4484, 6006, 7
5137, 5239, 7
1097, 6056, 7
2449, 3188, 7
1345, 6434, 7
2397, 4650, 7
3035, 5077, 7
4161, 6166, 7
403, 1974, 7
1991, 6141, 7
500, 2557, 7
3436, 3918, 7
2088, 4704, 7
3797, 4762, 7
4726, 5498, 7
1847, 6430, 7
3601, 4733, 7
1910, 6306, 7
2931, 5064, 7
340, 6273, 7
478, 3360, 7
981, 5306, 7
1188, 6300, 7
1673, 1908, 7
505, 1602, 7
4781, 6084, 7
189, 1381, 7
2927, 5375, 7
3495, 6075, 7
2466, 5716, 7
403, 1480, 7
3092, 3093, 7
2928, 3694, 7
4860, 5113, 7
4174, 6227, 7
4080, 4441, 7
3822, 3836, 7
2548, 4793, 7
850, 2040, 7
1467, 1887, 7
3347, 6127, 7
403, 4261, 7
1337, 5088, 7
1265, 5446, 7
1773, 3264, 7
1599, 4105, 7
3188, 3231, 7
2664, 6291, 7
4559, 6148, 7
2031, 3208, 7
1988, 6148, 7
4454, 5146, 7
3950, 5309, 7
3658, 3889, 7
2331, 5127, 7
4088, 6162, 7
2220, 5308, 7
2449, 2931, 7
172, 4650, 7
4599, 6291, 7
1569, 5775, 7
508, 3832, 7
3850, 4125, 7
1694, 5736, 7
859, 5378, 7
472, 2466, 7
2529, 4067, 7
3347, 5839, 7
5999, 6148, 7
578, 5716, 7
111, 3977, 7
2842, 3146, 7
528, 1845, 7
273, 3919, 7
1265, 1657, 7
337, 650, 7
228, 6291, 7
533, 2959, 7
522, 3035, 7
1063, 2297, 7
2102, 6060, 7
2016, 4220, 7
875, 6374, 7
1803, 2422, 7
650, 4759, 7
846, 4267, 7
1188, 5540, 7
1599, 1602, 7
3334, 6066, 7
4704, 5846, 7
4904, 6235, 7
262, 4441, 7
4563, 6300, 7
155, 228, 7
1503, 3760, 7
278, 323, 7
3889, 4366, 7
2811, 3625, 7
650, 5613, 7
5652, 6060, 7
5575, 5736, 7
491, 1988, 7
491, 5516, 7
1223, 1383, 7
2091, 3181, 7
2577, 6141, 7
281, 1304, 7
1347, 5732, 7
2506, 6383, 7
2515, 4415, 7
1602, 3415, 7
2726, 4726, 7
4105, 4321, 7
1365, 2664, 7
2016, 3618, 7
742, 1397, 7
1289, 2824, 7
867, 3052, 7
2971, 3356, 7
1184, 3066, 7
37, 1383, 7
340, 4247, 7
4481, 5716, 7
4898, 6208, 7
561, 1503, 7
2031, 4289, 7
5924, 6066, 7
2508, 6451, 7
172, 1974, 7
545, 1986, 7
1347, 4395, 7
624, 4174, 7
2040, 3373, 7
332, 508, 7
1127, 1309, 7
5294, 5736, 7
3198, 4793, 7
3495, 6000, 7
2650, 5732, 7
3035, 6306, 7
1583, 2557, 7
2603, 4417, 7
1847, 3495, 7
970, 1407, 7
337, 5925, 7
133, 837, 7
5046, 6038, 7
2603, 4641, 7
867, 4871, 7
1026, 4839, 7
4898, 6432, 7
4978, 5099, 7
857, 4267, 7
3319, 5446, 7
154, 2811, 7
791, 3549, 7
2664, 4599, 7
1146, 6166, 7
2954, 4769, 7
1103, 3989, 7
3188, 5768, 7
672, 2945, 7
995, 2199, 7
1571, 6297, 7
274, 1199, 7
3832, 4088, 7
545, 3761, 7
3750, 5294, 7
2430, 4866, 7
1289, 2658, 7
361, 738, 7
1805, 5829, 7
854, 3143, 7
4726, 6311, 7
4383, 6121, 7
4758, 6038, 7
4314, 4775, 7
65, 5782, 7
1356, 5467, 7
5467, 5978, 7
2399, 2438, 7
4726, 5546, 7
3148, 5736, 7
1602, 4228, 7
2083, 4610, 7
649, 3870, 7
4704, 6121, 7
920, 5656, 7
5294, 5303, 7
4053, 4508, 7
4388, 5046, 7
1369, 5736, 7
2157, 5253, 7
3188, 3208, 7
4563, 5540, 7
435, 6424, 7
1097, 4607, 7
2548, 4804, 7
3415, 5716, 7
859, 5970, 7
2273, 6066, 7
1702, 6084, 7
1582, 3757, 7
2040, 6311, 7
4859, 5131, 7
1900, 4704, 7
2399, 3441, 7
1357, 5121, 7
632, 4240, 7
591, 2801, 7
4519, 5732, 7
2449, 6341, 7
5034, 5485, 7
804, 3419, 7
5306, 5477, 7
578, 2650, 7
666, 859, 7
4398, 5002, 7
2557, 3806, 7
2603, 2667, 7
247, 1092, 7
1602, 3903, 7
4935, 5775, 7
981, 6166, 7
2016, 6056, 7
685, 6402, 7
1974, 2345, 7
1739, 4318, 7
2959, 4411, 7
280, 5165, 7
1847, 5800, 7
5516, 5931, 7
3388, 6393, 7
2811, 5817, 7
2603, 2728, 7
1127, 6405, 7
188, 2502, 7
3053, 4147, 7
3779, 3956, 7
1127, 2669, 7
867, 4684, 7
5309, 6119, 7
3658, 3994, 7
3662, 5716, 7
2102, 4267, 7
4661, 6430, 7
185, 6148, 7
3406, 6300, 7
1347, 3208, 7
197, 522, 7
1189, 6300, 7
1224, 5775, 7
3035, 4860, 7
846, 2102, 7
3989, 4454, 7
1146, 4155, 7
2557, 2689, 7
3806, 6306, 7
500, 3515, 7
5046, 5330, 7
491, 4228, 7
1223, 4395, 7
2945, 4171, 7
2544, 5294, 7
1231, 4441, 7
1853, 3231, 7
3544, 5736, 7
472, 5388, 7
3879, 6333, 7
1045, 4752, 7
171, 1599, 7
3499, 4655, 7
2544, 3950, 7
1365, 5899, 7
1734, 5540, 7
5546, 6306, 7
827, 2107, 7
2603, 5477, 7
533, 3624, 7
2343, 3987, 7
2472, 3272, 7
1773, 2603, 7
3594, 3879, 7
649, 6216, 7
2811, 3403, 7
57, 4240, 7
2728, 6148, 7
3188, 5524, 7
3052, 4015, 7
2613, 5716, 7
1289, 2971, 7
381, 1503, 7
2664, 4188, 7
4896, 6148, 7
3305, 3398, 7
791, 4155, 7
3045, 3588, 7
3648, 5656, 7
1347, 5971, 7
3071, 3977, 7
2669, 3994, 7
2655, 3594, 7
3208, 4398, 7
403, 1634, 7
2016, 4380, 7
1657, 5475, 7
6306, 6311, 7
1988, 2971, 7
2544, 2945, 7
5021, 6306, 7
3122, 4604, 7
1402, 3903, 7
3231, 5756, 7
2199, 5736, 7
2069, 2664, 7
1892, 4395, 7
3903, 4978, 7
1265, 3724, 7
1937, 2824, 7
3100, 6418, 7
490, 921, 7
4714, 4839, 7
649, 6249, 7
2052, 5306, 7
3919, 4210, 7
1347, 4908, 7
3495, 5978, 7
6168, 6235, 7
1127, 4661, 7
3140, 5978, 7
1097, 5736, 7
2799, 4671, 7
1891, 4441, 7
403, 6241, 7
3601, 4871, 7
1992, 3827, 7
5164, 6290, 7
1214, 4366, 7
3066, 3139, 7
3658, 5110, 7
2122, 3418, 7
1634, 2898, 7
854, 6173, 7
1594, 4088, 7
2544, 3889, 7
65, 1265, 7
1127, 4610, 7
3290, 4671, 7
649, 6173, 7
108, 4132, 7
652, 3818, 7
2016, 4783, 7
3139, 5602, 7
4417, 6066, 7
1542, 1543, 7
3059, 4395, 7
2397, 4884, 7
859, 955, 7
533, 3363, 7
2933, 4550, 7
4726, 5034, 7
1909, 2240, 7
4454, 4741, 7
2397, 4427, 7
4398, 5306, 7
5919, 6306, 7
545, 6432, 7
4080, 5930, 7
2548, 2975, 7
3151, 4811, 7
1370, 4494, 7
557, 2971, 7
5306, 6256, 7
3619, 5121, 7
1734, 2726, 7
2399, 6432, 7
340, 5761, 7
491, 3035, 7
749, 4353, 7
1486, 2650, 7
797, 1699, 7
1289, 5839, 7
4415, 5127, 7
337, 2969, 7
16, 5310, 7
3950, 4871, 7
2399, 5868, 7
3419, 6381, 7
533, 4607, 7
3773, 6300, 7
2184, 2399, 7
1992, 4423, 7
2107, 5323, 7
2240, 5026, 7
1224, 2824, 7
2515, 5253, 7
403, 895, 7
1199, 2544, 7
2658, 3960, 7
1265, 4395, 7
2091, 2106, 7
5034, 6430, 7
3905, 3985, 7
3035, 5931, 7
1818, 2971, 7
1175, 5800, 7
4441, 4976, 7
2923, 4684, 7
3636, 4247, 7
2650, 3986, 7
1887, 2423, 7
4931, 6031, 7
4684, 6235, 7
154, 3806, 7
854, 970, 7
2557, 6300, 7
1876, 2650, 7
1234, 4450, 7
1677, 4228, 7
1567, 2496, 7
4765, 5912, 7
491, 4289, 7
672, 3919, 7
1402, 4441, 7
2603, 5310, 7
568, 5970, 7
4423, 6072, 7
59, 2184, 7
5012, 5555, 7
4726, 5800, 7
2016, 4738, 7
5110, 5716, 7
247, 4754, 7
4454, 5942, 7
854, 2297, 7
172, 3822, 7
4871, 6235, 7
2030, 3347, 7
4731, 4953, 7
2430, 2603, 7
2123, 3190, 7
3822, 5525, 7
2592, 5516, 7
2430, 3624, 7
2303, 5878, 7
2664, 5446, 7
5309, 5601, 7
936, 2419, 7
2692, 4090, 7
3359, 5105, 7
859, 1912, 7
967, 1850, 7
168, 831, 7
3674, 6005, 7
3331, 4246, 7
735, 2295, 7
4477, 5013, 7
5485, 5978, 7
133, 3515, 7
2506, 6066, 7
403, 1551, 7
1177, 3188, 7
824, 3987, 7
1773, 4395, 7
1397, 6175, 7
2548, 5874, 7
133, 5839, 7
1693, 4114, 7
3208, 5306, 7
859, 3231, 7
1185, 3530, 7
3950, 6168, 7
1269, 2678, 7
3135, 3625, 7
1165, 2016, 7
2424, 4237, 7
425, 5233, 7
4045, 5412, 7
1186, 3553, 7
545, 3760, 7
3956, 4202, 7
1118, 4441, 7
3750, 4441, 7
3212, 4088, 7
1289, 2051, 7
403, 2613, 7
133, 3357, 7
2278, 4718, 7
2669, 4860, 7
133, 3594, 7
2399, 3081, 7
5535, 6066, 7
1908, 3642, 7
2354, 3995, 7
846, 5652, 7
794, 4712, 7
2945, 4210, 7
3805, 6140, 7
1299, 1991, 7
2083, 6216, 7
1989, 3093, 7
5317, 5546, 7
3406, 4074, 7
5099, 6341, 7
2603, 5978, 7
1127, 4997, 7
5113, 6286, 7
5306, 5899, 7
2476, 5294, 7
859, 5973, 7
2971, 6084, 7
2811, 6306, 7
328, 859, 7
1602, 2354, 7
2613, 2664, 7
1155, 6206, 7
1876, 3750, 7
274, 6313, 7
2124, 4415, 7
3055, 3720, 7
3331, 4898, 7
2693, 5917, 7
2945, 4860, 7
37, 3250, 7
859, 3331, 7
837, 1383, 7
2959, 5495, 7
3903, 5477, 7
1319, 5046, 7
3176, 5574, 7
1381, 2577, 7
4441, 6095, 7
4978, 5924, 7
4805, 4884, 7
3889, 5547, 7
2422, 2664, 7
3363, 5778, 7
3805, 5978, 7
478, 6300, 7
2449, 3750, 7
1369, 2931, 7
1582, 3100, 7
2669, 5294, 7
2157, 4415, 7
5099, 5707, 7
1664, 3994, 7
3986, 4759, 7
2557, 4325, 7
4240, 4959, 7
1011, 5233, 7
1044, 2548, 7
3233, 5782, 7
4366, 6367, 7
1805, 3208, 7
191, 328, 7
337, 5077, 7
3950, 4733, 7
3208, 4261, 7
4875, 5525, 7
1330, 1331, 7
192, 2973, 7
3696, 5467, 7
3211, 5121, 7
4671, 5099, 7
1692, 3045, 7
2430, 4366, 7
545, 6414, 7
197, 2452, 7
644, 1127, 7
4274, 4302, 7
3836, 5034, 7
3363, 5965, 7
1602, 3878, 7
606, 5099, 7
5113, 6241, 7
1127, 3806, 7
2212, 4318, 7
356, 1077, 7
4427, 5540, 7
2726, 4240, 7
508, 2203, 7
2483, 5830, 7
1587, 4228, 7
4274, 6273, 7
2331, 3135, 7
2297, 3015, 7
2016, 3419, 7
59, 2728, 7
2159, 2945, 7
3470, 5778, 7
3832, 4087, 7
767, 3765, 7
5795, 5942, 7
4881, 5192, 7
2084, 3296, 7
3511, 5830, 7
5458, 5935, 7
859, 1694, 7
4106, 6166, 7
3989, 4395, 7
1571, 5516, 7
2603, 5839, 7
536, 859, 7
3245, 5046, 7
2669, 6066, 7
1794, 3408, 7
5308, 5786, 7
16, 5099, 7
1347, 2689, 7
2345, 5337, 7
1188, 4239, 7
508, 4707, 7
2811, 3436, 7
846, 3151, 7
2669, 4726, 7
2650, 3806, 7
1231, 4978, 7
5388, 5477, 7
1908, 2650, 7
2399, 3994, 7
4395, 4427, 7
2799, 4036, 7
188, 3749, 7
827, 1380, 7
2894, 3594, 7
3031, 5077, 7
3459, 4769, 7
3691, 5034, 7
1892, 4340, 7
522, 5705, 7
2832, 6075, 7
5516, 5705, 7
1602, 3302, 7
4661, 4726, 7
2467, 5323, 7
1818, 2800, 7
1003, 4155, 7
1347, 5506, 7
3176, 6060, 7
3543, 4898, 7
3601, 6306, 7
5294, 6300, 7
1265, 5776, 7
4887, 4953, 7
3625, 4134, 7
340, 2499, 7
2297, 5467, 7
3995, 5306, 7
794, 4754, 7
1347, 4420, 7
2548, 4682, 7
4366, 6311, 7
912, 6166, 7
2971, 5106, 7
1503, 4404, 7
3231, 4871, 7
2449, 6241, 7
2669, 4395, 7
4898, 5446, 7
3357, 4395, 7
2959, 3770, 7
2040, 3143, 7
107, 4289, 7
472, 875, 7
4366, 4875, 7
1809, 3364, 7
5321, 6145, 7
154, 3606, 7
2399, 3606, 7
1231, 1824, 7
3532, 5458, 7
824, 3960, 7
522, 5931, 7
1188, 1309, 7
4397, 5904, 7
4559, 4898, 7
1602, 2658, 7
1369, 2557, 7
2959, 5355, 7
1513, 5649, 7
2430, 2592, 7
2043, 2239, 7
3806, 5294, 7
1602, 3117, 7
1759, 5467, 7
3055, 5716, 7
1189, 6216, 7
1571, 3440, 7
595, 1959, 7
4839, 5874, 7
2728, 5046, 7
356, 1004, 7
133, 505, 7
1380, 5323, 7
1957, 5540, 7
67, 3031, 7
1011, 2212, 7
2930, 3795, 7
2467, 3674, 7
2088, 2959, 7
4087, 5127, 7
4105, 6228, 7
3833, 5656, 7
1773, 3520, 7
2052, 2354, 7
3418, 3989, 7
1402, 1773, 7
2708, 5500, 7
4661, 6290, 7
4246, 5475, 7
3279, 3625, 7
1449, 4607, 7
1864, 3387, 7
296, 803, 7
1891, 3995, 7
3762, 6005, 7
2548, 5574, 7
3470, 4538, 7
37, 5524, 7
2031, 2824, 7
3388, 4321, 7
340, 5762, 7
958, 5736, 7
2040, 5630, 7
498, 3691, 7
2594, 2650, 7
2496, 2811, 7
693, 3825, 7
3495, 5839, 7
1127, 1773, 7
3836, 5768, 7
859, 5547, 7
5477, 6066, 7
1184, 2626, 7
3334, 4898, 7
3624, 6072, 7
1191, 2831, 7
1571, 3986, 7
3078, 6434, 7
3868, 3902, 7
3806, 4898, 7
2399, 4754, 7
154, 4398, 7
3079, 6066, 7
1189, 3359, 7
3624, 5388, 7
4090, 6160, 7
2184, 2603, 7
827, 2373, 7
403, 1118, 7
4550, 5863, 7
2842, 5667, 7
6166, 6306, 7
920, 1247, 7
3995, 4289, 7
3323, 3333, 7
859, 3806, 7
2472, 4045, 7
2664, 4589, 7
1908, 5426, 7
4289, 6430, 7
1289, 3601, 7
2831, 4454, 7
1165, 5002, 7
525, 6066, 7
4599, 6066, 7
1959, 2544, 7
403, 3662, 7
3148, 4045, 7
3344, 5311, 7
127, 3593, 7
3329, 4240, 7
2297, 3031, 7
651, 1172, 7
133, 1407, 7
2331, 3136, 7
3388, 6313, 7
522, 5913, 7
2184, 2655, 7
3592, 5306, 7
2373, 5323, 7
4888, 6027, 7
820, 3674, 7
4132, 5306, 7
854, 3822, 7
1289, 6311, 7
193, 1909, 7
2664, 5544, 7
1773, 3373, 7
4415, 6089, 7
2083, 4197, 7
2557, 5065, 7
1805, 6306, 7
2065, 4785, 7
4045, 6418, 7
3691, 4563, 7
2548, 4067, 7
735, 3712, 7
1583, 2650, 7
1347, 2397, 7
154, 269, 7
624, 3694, 7
644, 5467, 7
3176, 5555, 7
478, 3950, 7
1519, 3879, 7
323, 6341, 7
1347, 1587, 7
2881, 6402, 7
228, 5795, 7
545, 1876, 7
323, 1462, 7
837, 1959, 7
356, 6316, 7
2051, 2603, 7
3827, 6072, 7
278, 4045, 7
794, 1092, 7
3415, 3825, 7
2123, 3203, 7
1571, 6066, 7
3949, 6066, 7
1177, 4239, 7
1818, 2492, 7
4072, 5467, 7
296, 5529, 7
1184, 3949, 7
1967, 5358, 7
1309, 3950, 7
3397, 4805, 7
771, 5901, 7
2051, 6438, 7
3625, 4090, 7
5310, 5388, 7
2950, 4711, 7
1127, 1759, 7
2669, 5485, 7
1188, 3231, 7
2108, 2276, 7
1989, 3092, 7
2399, 3122, 7
5600, 6445, 7
1144, 3994, 7
5761, 6306, 7
854, 3406, 7
536, 4712, 7
403, 3233, 7
21, 1439, 7
2091, 5337, 7
4607, 5306, 7
2664, 3521, 7
830, 3802, 7
154, 5910, 7
1739, 2423, 7
1158, 5555, 7
3428, 6241, 7
812, 2328, 7
2016, 3165, 7
1992, 2731, 7
3521, 6313, 7
1347, 1369, 7
192, 3879, 7
3176, 5575, 7
175, 6432, 7
425, 3642, 7
3066, 5942, 7
361, 6306, 7
280, 991, 7
1582, 5002, 7
2666, 4228, 7
2603, 2669, 7
746, 3805, 7
328, 1750, 7
2316, 6300, 7
2672, 5705, 7
1199, 3989, 7
3059, 3868, 7
2940, 5982, 7
3132, 5306, 7
1490, 4704, 7
859, 1959, 7
820, 827, 7
5306, 5311, 7
2083, 3307, 7
5942, 6079, 7
1054, 5127, 7
2508, 2810, 7
274, 2276, 7
273, 274, 7
356, 3770, 7
3658, 5294, 7
842, 1127, 7
2199, 6148, 7
1595, 5505, 7
3079, 4898, 7
5910, 6313, 7
1347, 5999, 7
5234, 6166, 7
2572, 4653, 7
2494, 3136, 7
522, 3120, 7
3134, 3870, 7
2557, 3132, 7
4473, 4898, 7
332, 5732, 7
3388, 4045, 7
672, 1103, 7
1721, 5432, 7
1011, 4898, 7
192, 1519, 7
5722, 5736, 7
5707, 6393, 7
3331, 3986, 7
2016, 4387, 7
1467, 5164, 7
3329, 4454, 7
66, 5707, 7
2083, 5165, 7
1959, 3773, 7
1045, 5304, 7
4261, 5706, 7
4289, 6148, 7
2069, 6313, 7
1739, 3035, 7
3750, 3757, 7
2832, 4454, 7
1737, 5012, 7
111, 5600, 7
403, 5839, 7
188, 2971, 7
2219, 2959, 7
859, 2851, 7
1602, 2040, 7
3331, 3333, 7
1910, 5535, 7
3472, 5547, 7
2584, 3188, 7
35, 4045, 7
1309, 6306, 7
912, 3172, 7
3471, 5547, 7
1166, 1577, 7
2316, 6306, 7
994, 3625, 7
1188, 4289, 7
3889, 5304, 7
595, 6141, 7
4267, 4811, 7
5306, 5778, 7
3537, 3889, 7
1118, 2065, 7
3495, 6402, 7
133, 5763, 7
1265, 6178, 7
3836, 6241, 7
1189, 3360, 7
1693, 3228, 7
3055, 3822, 7
713, 3762, 7
323, 4423, 7
204, 6000, 7
1986, 5553, 7
729, 2896, 7
2824, 5310, 7
2669, 6306, 7
400, 5131, 7
403, 4021, 7
3989, 4978, 7
189, 992, 7
859, 2466, 7
3506, 5532, 7
867, 4904, 7
528, 536, 7
1245, 5021, 7
1441, 4496, 7
